osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,edge_id,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium
387942346,living_street,,Charles-Mannay-Straße,False,False,30.313312383554525,19.625,5.560658577365415,,,"LINESTRING (6.6352809 49.7240818, 6.6351057 49.7240208, 6.635214 49.723895)",,,,,,387942346,,,,,False,,,,,False
842162086,living_street,,Charles-Mannay-Straße,False,False,71.88285382482263,19.625,13.186154077419692,,,"LINESTRING (6.6352809 49.7240818, 6.6355839 49.7241992, 6.6358217 49.7242584, 6.6361968 49.7243318)",6.3,,,,,842162086,,,,,False,,,,,False
388016633,unclassified,1,Luxemburger Straße,True,False,20.49941080369594,50.0,1.4759575778661078,50,,"LINESTRING (6.6160902 49.7390478, 6.6161065 49.738992, 6.6161267 49.7388651)",,,,,,388016633,,,,,False,,,,,False
"[329160049, 383652999]",primary,"['2', '3']",Luxemburger Straße,True,False,214.98296476752876,50.0,15.47877346326207,50,B 49,"LINESTRING (6.6161267 49.7388651, 6.6158775 49.7386842, 6.6150885 49.7380767, 6.6147639 49.7378291, 6.6143488 49.7375139, 6.6142909 49.7374855, 6.614154 49.7374158)",,,,,,"[329160049, 383652999]",,,,,False,,,,,False
383652999,primary,2,Luxemburger Straße,True,False,27.51069839547039,50.0,1.9807702844738682,50,B 49,"LINESTRING (6.6163719 49.7390551, 6.6161267 49.7388651)",,,,,,383652999,,,,,False,,,,,False
19846650,unclassified,1,Luxemburger Straße,True,False,20.29201549457544,50.0,1.4610251156094318,50,,"LINESTRING (6.6163719 49.7390551, 6.6161851 49.7390454, 6.6160902 49.7390478)",,,,,,19846650,,,,,False,,,,,False
998117167,residential,,Alte Poststraße,False,True,149.6989135854463,33.612927756653995,16.033000541017234,,,"LINESTRING (6.7142677 49.7957758, 6.7151782 49.7954423, 6.716075 49.795104)",,,,destination,,998117167,,,,,False,,,,,False
19564623,residential,,Wyttenbachstraße,True,False,153.61797986560674,30.0,18.43415758387281,30,,"LINESTRING (6.630032 49.7445498, 6.6300459 49.744602, 6.630118 49.7448111, 6.6302091 49.7450817, 6.6302772 49.7452844, 6.6303827 49.7456122, 6.6304906 49.7458795, 6.630498 49.7458978)",,,,,,19564623,high,0.1,10.0,,True,medium,0.01,100.0,,True
390113837,residential,1,Unterm Wolfsberg,True,False,34.14281875962795,30.0,4.097138251155354,30,,"LINESTRING (6.6510854 49.7336307, 6.6512091 49.7336327, 6.651455 49.7336373, 6.651556 49.7336566)",,,,,,390113837,,,,,False,,,,,False
"[709950238, 709950239, 23914054, 709950230]",tertiary,"['2', '3']",Oswald-von-Nell-Breuning-Allee,False,True,417.86517740289395,50.0,30.086292773008367,50,,"LINESTRING (6.651556 49.7336566, 6.651609 49.7333908, 6.6516372 49.7332747, 6.6517136 49.7330632, 6.6518954 49.7326832, 6.6521826 49.7321053, 6.6526172 49.731281, 6.652673 49.7311523, 6.6527192 49.7310296, 6.6527461 49.7309343, 6.6527595 49.7308432, 6.6527675 49.730747, 6.6527595 49.7305901, 6.6527367 49.7304176, 6.6527306 49.7302338, 6.6527297 49.7301155, 6.6527286 49.7300912, 6.6527313 49.7300128)",,,,,,"[709950238, 709950239, 23914054, 709950230]",,,,,False,,,,,False
396931762,unclassified,,Monaiser Straße,False,False,164.9740493893333,47.53488372093023,12.49412076588493,,,"LINESTRING (6.5926106 49.720371, 6.5914683 49.721586, 6.5914186 49.7216388)",,,,,,396931762,,,,,False,medium,0.01,100.0,,True
"[739662243, 397502477]",unclassified,"['2', '3']",Alte Monaiser Straße,False,"[False, True]",192.5696044111461,50.0,13.86501151760252,50,,"LINESTRING (6.5913976 49.7198966, 6.5901033 49.7212371, 6.5899725 49.7213629)",,,,,,"[739662243, 397502477]",,,,,False,medium,0.01,100.0,,True
25879663,unclassified,,Monaiser Straße,True,False,54.473149819332434,50.0,3.9220667869919352,50,,"LINESTRING (6.5877568 49.7210861, 6.5876884 49.7211469, 6.5876596 49.7211841, 6.5876415 49.7212158, 6.5876314 49.7212457, 6.5876234 49.7212799, 6.587624 49.721312, 6.5876314 49.721345, 6.5876482 49.7213814, 6.5876703 49.7214126, 6.5877018 49.7214455, 6.5877757 49.7215307)",,,,,,25879663,,,,,False,,,,,False
144529617,unclassified,2,Monaiser Straße,False,False,120.89840757209728,50.0,8.704685345191004,50,,"LINESTRING (6.5877568 49.7210861, 6.5878721 49.7210445, 6.5880116 49.7210254, 6.5881323 49.7210184, 6.5882315 49.7210254, 6.588369 49.7210441, 6.5884917 49.7210739, 6.5886211 49.7211117, 6.5892917 49.7213597)",,,,,,144529617,,,,,False,,,,,False
397502480,unclassified,,Monaiser Straße,True,False,16.915240491645832,50.0,1.2178973153985,50,,"LINESTRING (6.5892917 49.7213597, 6.5895143 49.721409)",,,,,,397502480,,,,,False,medium,0.01,100.0,,True
"[739662242, 19882307, 9875246]",unclassified,"['4', '3']","['Gottbillstraße', 'Alte Monaiser Straße']",False,False,111.25503844434519,50.0,8.010362767992854,50,,"LINESTRING (6.5894405 49.7219012, 6.5892792 49.7220693, 6.5891291 49.722212, 6.5888505 49.7224964, 6.5886198 49.7227492)",,,,,,"[739662242, 19882307, 9875246]",,,,,False,medium,0.01,100.0,,True
397502478,unclassified,,Monaiser Straße,True,False,46.27973606845977,50.0,3.3321409969291036,50,,"LINESTRING (6.5894405 49.7219012, 6.5894947 49.7217407, 6.5895036 49.7216558, 6.5895009 49.7216111, 6.5894794 49.7214898)",,,,,,397502478,,,,,False,medium,0.01,100.0,,True
397502472,unclassified,,Monaiser Straße,True,False,25.546794996526735,50.0,1.8393692397499248,50,,"LINESTRING (6.5895143 49.721409, 6.5896823 49.72147, 6.5897148 49.7214856, 6.5897343 49.7214976, 6.5897571 49.7215175, 6.5897738 49.7215372, 6.5897826 49.7215504)",,,,,,397502472,,,,,False,medium,0.01,100.0,,True
397502475,unclassified,,Monaiser Straße,True,False,33.77372927320979,50.0,2.431708507671105,50,,"LINESTRING (6.5895143 49.721409, 6.5896196 49.7214121, 6.5896853 49.7214122, 6.5897389 49.7214095, 6.58981 49.7214, 6.5899725 49.7213629)",,,,,,397502475,,,,,False,medium,0.01,100.0,,True
397502476,unclassified,,Monaiser Straße,True,False,19.78259181671858,50.0,1.424346610803738,50,,"LINESTRING (6.5894794 49.7214898, 6.5892917 49.7213597)",,,,,,397502476,,,,,False,medium,0.01,100.0,,True
413126596,unclassified,,Monaiser Straße,False,True,12.985690579047185,47.53488372093023,0.983456409802595,,,"LINESTRING (6.5915772 49.7216947, 6.5914186 49.7216388)",,,,,,413126596,,,,,False,medium,0.01,100.0,,True
673230822,residential,,Kloschinskystraße,False,False,75.161248866411,33.612927756653995,8.04989371583425,,,"LINESTRING (6.6436039 49.765408, 6.6434407 49.765538, 6.6433441 49.7656166, 6.6432987 49.7655916, 6.6432521 49.7655682, 6.6432275 49.7655545, 6.6433955 49.7654163, 6.6436039 49.765408)",,,,,,673230822,,,,,False,medium,0.01,100.0,,True
27094098,residential,,Bachstraße,False,True,124.03356162536234,33.612927756653995,13.284199016639109,,,"LINESTRING (6.6442389 49.7649497, 6.6443093 49.7648893, 6.6447112 49.7645448, 6.6451852 49.7641385, 6.6452147 49.7641147, 6.6452412 49.764099, 6.6452707 49.7640816, 6.6452981 49.7640718)",,,,,,27094098,,,,,False,medium,0.01,100.0,,True
1364873322,unclassified,,,True,False,17.402099336001623,47.53488372093023,1.3179280710435672,,,"LINESTRING (6.6225218 49.7510014, 6.6225267 49.7509804, 6.6225393 49.7509671, 6.6225576 49.7509568, 6.62258 49.7509507, 6.6226041 49.7509494, 6.6226299 49.7509535, 6.622652 49.750963, 6.6226679 49.7509767, 6.6226751 49.7509974)",,,roundabout,,,1364873322,,,,,False,,,,,False
1396278440,unclassified,2,Über Brücken,False,False,23.710673490132848,50.0,1.7071684912895653,50,,"LINESTRING (6.6225218 49.7510014, 6.622323 49.751004, 6.6221919 49.7510071)",,,,,,1396278440,,,,,False,,,,,False
1364873323,unclassified,2,Über Brücken,False,True,8.396023200536591,50.0,0.6045136704386346,50,,"LINESTRING (6.6232088 49.7509853, 6.623092 49.7509878)",,,,,,1364873323,,,,,False,,,,,False
1483902515,tertiary,1,Über Brücken,True,False,124.21263383153541,42.33796296296296,10.561809083368173,,,"LINESTRING (6.6232088 49.7509853, 6.6232132 49.7511088, 6.6232476 49.7515038, 6.6232341 49.7515526, 6.6232295 49.7516158, 6.6232295 49.751622, 6.6232544 49.752036, 6.6232135 49.7520949)",,,,,,1483902515,,,,,False,,,,,False
408327484,secondary_link,,,True,False,6.142640505600294,49.333333333333336,0.44824673959785927,,,"LINESTRING (6.6408398 49.7491503, 6.6408919 49.7491941)",,,,,,408327484,,,,,False,,,,,False
411261471,residential,,An den Kaiserthermen,False,True,24.373370539167137,30.0,2.9248044647000566,30,,"LINESTRING (6.6408398 49.7491503, 6.6407775 49.7490367, 6.6407346 49.748942)",,,,,,411261471,,,,,False,,,,,False
"[348748424, 977147539, 550480468]",secondary,2,Südallee,True,False,148.50391330325874,50.0,10.69228175783463,50,L 143,"LINESTRING (6.6408398 49.7491503, 6.6411011 49.7490995, 6.6414109 49.7490426, 6.6416026 49.7490051, 6.6417309 49.7489759, 6.6418593 49.7489426, 6.6419817 49.7489109, 6.6421103 49.7488723, 6.6422001 49.7488339, 6.6422825 49.7487898, 6.6423364 49.7487502, 6.6423672 49.7487211, 6.6423924 49.748695, 6.642436 49.7486426, 6.6424638 49.7485977, 6.6425052 49.748499)",,,,,,"[348748424, 977147539, 550480468]",,,,,False,,,,,False
315150350,secondary,4,Kaiserstraße,True,False,20.46318547903556,50.0,1.4733493544905603,50,L 143,"LINESTRING (6.6408868 49.7493307, 6.6406188 49.749393)",,,,,,315150350,,,,,False,,,,,False
413126600,unclassified,,Monaiser Straße,False,True,8.601032752316275,47.53488372093023,0.6513893689131895,,,"LINESTRING (6.5908844 49.7217184, 6.5909244 49.7216455)",,,,,,413126600,,,,,False,medium,0.01,100.0,,True
424719619,residential,,Predigerstraße,True,False,114.37289056546307,30.0,13.724746867855568,30,,"LINESTRING (6.6469261 49.7557692, 6.6480361 49.7564458, 6.6480841 49.7564751)",4,,,,,424719619,,,,,False,,,,,False
1066195763,residential,,Im Reutersweg,False,False,74.86753109710732,30.0,8.98410373165288,30,,"LINESTRING (6.6940624 49.8135126, 6.6943385 49.8141619)",,,,,,1066195763,,,,,False,medium,0.01,100.0,,True
55639328,residential,,Josef-Matthäus-Velter-Straße,False,True,155.81211032938245,30.0,18.697453239525892,30,,"LINESTRING (6.6940624 49.8135126, 6.6958375 49.8129519, 6.6960133 49.8128972)",,,,,,55639328,,,,,False,medium,0.01,100.0,,True
1282369559,residential,,Merowingerstraße,False,True,78.94511151805261,30.0,9.473413382166314,30,,"LINESTRING (6.6933809 49.8145094, 6.6934442 49.8144765, 6.6934644 49.814466, 6.6942888 49.814179, 6.6943385 49.8141619)",,,,,,1282369559,,,,,False,medium,0.01,100.0,,True
1389750011,residential,,Merowingerstraße,False,True,87.34786448927338,30.0,10.481743738712806,30,,"LINESTRING (6.6943385 49.8141619, 6.6949707 49.813957, 6.6953967 49.8138222, 6.6954285 49.8138121)",,,,,,1389750011,,,,,False,medium,0.01,100.0,,True
"[33837360, 442154824]",residential,,"['Schlesienstraße', 'Dammstraße']",False,True,478.8800602476406,30.0,57.465607229716866,30,,"LINESTRING (6.6937494 49.8127885, 6.6941712 49.8126528, 6.6944477 49.8125576, 6.6947157 49.8124582, 6.6951537 49.8122632, 6.6951866 49.8122408, 6.6952054 49.8122192, 6.6952135 49.8122015, 6.6951713 49.81215, 6.6950674 49.8120722, 6.6936807 49.8111098, 6.6923292 49.8101804, 6.691867 49.8098655)",,,,,,"[33837360, 442154824]",,,,,False,medium,0.01,100.0,,True
33837357,residential,,Im Reutersweg,False,False,344.2412544927531,30.0,41.30895053913037,30,,"LINESTRING (6.691867 49.8098655, 6.6920123 49.8100504, 6.6921491 49.8102452, 6.6928045 49.8112382, 6.6928296 49.8112822, 6.69334 49.8120771, 6.6935189 49.8123734, 6.6936879 49.8126681, 6.6937134 49.8127214)",,,,,,33837357,,,,,False,medium,0.01,100.0,,True
"[442154824, 33837360]",residential,,"['Schlesienstraße', 'Dammstraße']",False,False,478.88006024764064,30.0,57.46560722971687,30,,"LINESTRING (6.691867 49.8098655, 6.6923292 49.8101804, 6.6936807 49.8111098, 6.6950674 49.8120722, 6.6951713 49.81215, 6.6952135 49.8122015, 6.6952054 49.8122192, 6.6951866 49.8122408, 6.6951537 49.8122632, 6.6947157 49.8124582, 6.6944477 49.8125576, 6.6941712 49.8126528, 6.6937494 49.8127885)",,,,,,"[442154824, 33837360]",,,,,False,medium,0.01,100.0,,True
"[26532377, 1389750011]",residential,,Merowingerstraße,False,True,343.22923760086906,30.0,41.18750851210429,30,,"LINESTRING (6.6954285 49.8138121, 6.6954933 49.8137915, 6.6958431 49.8136801, 6.6960008 49.8136299, 6.6961068 49.8135957, 6.6961656 49.8135813, 6.6962288 49.8135693, 6.6962704 49.8135676, 6.6963464 49.8135668, 6.6964166 49.8135701, 6.6964955 49.8135766, 6.6965623 49.8135872, 6.6966289 49.8136037, 6.6966848 49.8136224, 6.6967342 49.8136431, 6.6967767 49.813664, 6.6968126 49.8136839, 6.6968602 49.8137109, 6.6970222 49.8138232, 6.6970928 49.8138703, 6.697209 49.8139527, 6.6975476 49.8141935, 6.6979205 49.8144637, 6.6981189 49.8146003, 6.6982909 49.8147263, 6.6986437 49.8149799, 6.6990116 49.8152336, 6.6990182 49.8152392)",,,,,,"[26532377, 1389750011]",,,,,False,medium,0.01,100.0,,True
"[455387936, 442170816, 455387935]",residential,,Benediktinerstraße,False,True,56.879918926819144,33.612927756653995,6.091933128199855,,,"LINESTRING (6.6458221 49.7664663, 6.6456886 49.7664693, 6.6455071 49.7664728, 6.6453538 49.7664781, 6.6452868 49.766494, 6.6451345 49.7666236)",,,,,building_passage,"[455387936, 442170816, 455387935]",,,,,False,medium,0.01,100.0,,True
442170816,residential,,Benediktinerstraße,False,False,27.083050630337652,33.612927756653995,2.900639390149961,,,"LINESTRING (6.6449065 49.7668176, 6.6451345 49.7666236)",,,,,,442170816,,,,,False,medium,0.01,100.0,,True
1380947481,living_street,,Kyllstraße,False,False,23.93629125018217,19.625,4.3908610700971105,,,"LINESTRING (6.6861634 49.8091928, 6.6860654 49.8092213, 6.6858529 49.8092711)",,,,,,1380947481,,,,,False,medium,0.01,100.0,,True
153785055,residential,,Kyllstraße,True,False,81.58214062201364,30.0,9.789856874641638,30,,"LINESTRING (6.6858529 49.8092711, 6.6858628 49.809184, 6.6858645 49.8091691, 6.6858838 49.8090038, 6.6859152 49.8087472, 6.6859187 49.8086367, 6.6859169 49.8086134, 6.6859112 49.8085391)",5.9,,,,,153785055,,,,,False,medium,0.01,100.0,,True
13878239,residential,2,Rindertanzstraße,False,True,101.28615952266847,30.0,12.154339142720216,30,,"LINESTRING (6.6443533 49.7585749, 6.6442417 49.7584482, 6.6441709 49.7583703, 6.6440488 49.7582421, 6.6440074 49.7582014, 6.6438545 49.7580014, 6.6438136 49.7579458, 6.6437848 49.7579026, 6.6437786 49.7578898, 6.6437674 49.7578666, 6.643758 49.7578432, 6.6437499 49.7578177, 6.6437493 49.7577934, 6.6437526 49.7577791, 6.6437607 49.7577627)",,,,,,13878239,,,,,False,,,,,False
211445988,residential,,Mäusheckerweg,False,True,5.870846524875227,33.612927756653995,0.6287773455071,,,"LINESTRING (6.6899328 49.7825138, 6.6898612 49.7824883)",,,,,,211445988,,,,,False,,,,,False
448005715,living_street,,Kyllstraße,False,False,81.02015934748255,19.625,14.862296746544569,,,"LINESTRING (6.6856903 49.8094722, 6.6858448 49.8095379, 6.6858952 49.8095495, 6.6859388 49.8095561, 6.6860325 49.8095691, 6.6862256 49.8096115, 6.686396 49.80966, 6.6864835 49.8096916, 6.6865692 49.8097275, 6.6866397 49.8097623, 6.686689 49.809793)",,,,,,448005715,high,0.1,10.0,,True,medium,0.01,100.0,,True
450216453,living_street,,Am Gottbach,False,False,42.66180070453501,19.625,7.825858982742728,,,"LINESTRING (6.6979591 49.7296526, 6.6979835 49.7296669, 6.6980007 49.7296897, 6.698003 49.729711, 6.6979939 49.7297315, 6.697965 49.729754, 6.6979355 49.7297635, 6.6979062 49.729766, 6.6978738 49.7297618, 6.6978548 49.7297553, 6.6978269 49.729736, 6.6978152 49.729716, 6.6978136 49.7297025, 6.6978204 49.7296816, 6.6978379 49.7296636, 6.6978618 49.7296512, 6.6978929 49.7296441, 6.6979259 49.7296443, 6.6979591 49.7296526)",,,,,,450216453,,,,,False,,,,,False
450793468,residential,,Heinestraße,False,True,154.39034970161038,33.612927756653995,16.535461086568706,,,"LINESTRING (6.684168 49.7979208, 6.6841045 49.7977646, 6.6840547 49.7976421, 6.6839582 49.7972648, 6.6839436 49.7972187, 6.6837182 49.7965638)",,,,,,450793468,,,,,False,,,,,False
"[453027484, 728835676, 453027486, 453027015]",primary,"['2', '3']",,False,True,411.7961499497409,70.0,21.17808771170096,70,B 51,"LINESTRING (6.6106071 49.772181, 6.6103953 49.7722157, 6.6101391 49.7722512, 6.609902 49.7722783, 6.6096617 49.7723014, 6.6094123 49.7723196, 6.6090877 49.77233, 6.6087766 49.7723239, 6.6083528 49.772304, 6.6080296 49.7722832, 6.607701 49.7722538, 6.6074851 49.7722295, 6.6072169 49.7721862, 6.6069245 49.772136, 6.6065893 49.7720745, 6.6062942 49.7720216, 6.6060649 49.7719827, 6.6058436 49.7719558, 6.6056237 49.7719368, 6.6054198 49.7719247, 6.605211 49.771921, 6.6049605 49.7719272)",,,,,,"[453027484, 728835676, 453027486, 453027015]",,,,,False,,,,,False
"[778831392, 778831394]",primary,1,,True,False,177.93286950716168,50.0,12.811166604515643,50,B 51,"LINESTRING (6.6106071 49.772181, 6.6108955 49.7720853, 6.6111591 49.7720225, 6.611369 49.7719697, 6.6115627 49.7719177, 6.6118494 49.7718334, 6.61212 49.7717514, 6.6123714 49.7716665, 6.6128509 49.7715063)",,,,,,"[778831392, 778831394]",,,,,False,,,,,False
453027480,primary,3,,False,False,53.84561524197757,70.0,2.7692030695874177,70,B 51,"LINESTRING (6.6021364 49.7723367, 6.602861 49.7722122)",,,,,,453027480,,,,,False,,,,,False
"[453028475, 453028479]",primary,,,False,True,75.39192535823626,70.0,3.877299018423579,70,B 51,"LINESTRING (6.6021364 49.7723367, 6.6014433 49.7724535, 6.6011223 49.772512)",,yes,,,,"[453028475, 453028479]",,,,,False,,,,,False
728835678,motorway_link,1,,True,False,51.686891521863636,40.0,4.651820236967727,40,,"LINESTRING (6.6021364 49.7723367, 6.6023433 49.7722486, 6.6024238 49.7722109, 6.6024855 49.7721762, 6.6025331 49.7721407, 6.6025653 49.7721065, 6.6025901 49.7720723, 6.6026229 49.772013)",,,,,,728835678,,,,,False,,,,,False
"[453027481, 453027483, 453028476]",primary,"['4', '5']",,False,False,154.45526110016814,70.0,7.943413428008647,70,B 51,"LINESTRING (6.602861 49.7722122, 6.6034341 49.7721094, 6.6036877 49.7720641, 6.6040063 49.7720147, 6.6043149 49.7719733, 6.6044863 49.7719541, 6.6046916 49.7719402, 6.6049605 49.7719272)",,,,,,"[453027481, 453027483, 453028476]",,,,,False,,,,,False
728835677,motorway_link,1,,True,False,30.43417796450388,40.0,2.7390760168053494,40,,"LINESTRING (6.602861 49.7722122, 6.602806 49.7722018, 6.6027725 49.7721914, 6.6027336 49.7721767, 6.6027054 49.7721617, 6.6026793 49.7721403, 6.6026618 49.7721147, 6.6026229 49.772013)",,,,,,728835677,,,,,False,,,,,False
"[453027015, 453027484, 453027486, 728835676]",primary,"['2', '3']",,False,False,411.79614994974094,70.0,21.178087711700964,70,B 51,"LINESTRING (6.6049605 49.7719272, 6.605211 49.771921, 6.6054198 49.7719247, 6.6056237 49.7719368, 6.6058436 49.7719558, 6.6060649 49.7719827, 6.6062942 49.7720216, 6.6065893 49.7720745, 6.6069245 49.772136, 6.6072169 49.7721862, 6.6074851 49.7722295, 6.607701 49.7722538, 6.6080296 49.7722832, 6.6083528 49.772304, 6.6087766 49.7723239, 6.6090877 49.77233, 6.6094123 49.7723196, 6.6096617 49.7723014, 6.609902 49.7722783, 6.6101391 49.7722512, 6.6103953 49.7722157, 6.6106071 49.772181)",,,,,,"[453027015, 453027484, 453027486, 728835676]",,,,,False,,,,,False
"[453028481, 453028477]",primary,"['4', '3']",,False,False,137.89917252651705,70.0,7.091957444220876,70,B 51,"LINESTRING (6.5992698 49.7728384, 6.5998017 49.7727434, 6.6006974 49.7725823, 6.6011223 49.772512)",,,,,,"[453028481, 453028477]",,,,,False,,,,,False
"[453029072, 1347780721]",primary,"['4', '3']",,False,True,178.59080950951784,70.0,9.18467020334663,70,B 51,"LINESTRING (6.5992698 49.7728384, 6.5976415 49.7731232, 6.5968658 49.7732495)",,,,,,"[453029072, 1347780721]",,,,,False,,,,,False
10902625,motorway_link,1,,True,False,445.2285450982381,44.583333333333336,35.95116476307268,,,"LINESTRING (6.6011223 49.772512, 6.6008627 49.7726523, 6.6006897 49.7727578, 6.6005556 49.7728748, 6.600498 49.7729648, 6.600447 49.7730575, 6.6004215 49.7731753, 6.6004282 49.7733139, 6.6004631 49.7734213, 6.6005529 49.7735538, 6.6006951 49.7736854, 6.6008641 49.7737824, 6.6010518 49.7738569, 6.6012892 49.7739106, 6.6015145 49.7739262, 6.6017948 49.773895, 6.6020268 49.7738318, 6.6022025 49.7737513, 6.6023715 49.7736378, 6.6024855 49.7735096, 6.6025512 49.7733901, 6.6025753 49.7732836, 6.6025713 49.7731554, 6.6025445 49.7730229, 6.6024546 49.772893, 6.6023232 49.7727526, 6.6018331 49.7724652)",,,,,,10902625,,,,,False,,,,,False
455387937,residential,,Kloschinskystraße,False,False,27.810221541660443,33.612927756653995,2.978520594063947,,,"LINESTRING (6.6451345 49.7666236, 6.6448391 49.7664619)",,,,,,455387937,,,,,False,medium,0.01,100.0,,True
"[442170816, 455387936, 455387935]",residential,,Benediktinerstraße,False,False,56.879918926819144,33.612927756653995,6.091933128199855,,,"LINESTRING (6.6451345 49.7666236, 6.6452868 49.766494, 6.6453538 49.7664781, 6.6455071 49.7664728, 6.6456886 49.7664693, 6.6458221 49.7664663)",,,,,building_passage,"[442170816, 455387936, 455387935]",,,,,False,medium,0.01,100.0,,True
1307444271,unclassified,,Diedenhofener Straße,True,False,15.536014220703123,50.0,1.118593023890625,50,,"LINESTRING (6.6168504 49.7276232, 6.6168856 49.7275777, 6.6168923 49.7275486, 6.616895 49.7274892)",,,,,,1307444271,,,,,False,medium,0.01,100.0,,True
"[23069081, 23069082, 154796122]",primary,2,Ehranger Straße,False,True,62.680524329546316,30.0,7.521662919545559,30,,"LINESTRING (6.6851042 49.8074433, 6.685067 49.8073925, 6.6850392 49.8073545, 6.6850137 49.8073206, 6.6847901 49.8070092, 6.6847365 49.806932)",,yes,,,,"[23069081, 23069082, 154796122]",high,0.1,10.0,,True,medium,0.01,100.0,,True
392971796,secondary,,Kyllstraße,False,False,135.90942738911934,30.0,16.30913128669432,30,B 422,"LINESTRING (6.6851042 49.8074433, 6.6856837 49.8082746, 6.6858034 49.8084387, 6.6858345 49.8084976, 6.6858465 49.8085106, 6.6858626 49.8085236, 6.6858777 49.8085307, 6.6858925 49.8085355, 6.6859112 49.8085391)",,,,,,392971796,,,,,False,medium,0.01,100.0,,True
849406083,primary,2,An der Ehranger Mühle,False,True,86.17276921414084,50.0,6.204439383418141,50,B 422,"LINESTRING (6.6851042 49.8074433, 6.6849004 49.8075266, 6.684773 49.8075981, 6.6846737 49.80766, 6.6845819 49.807715, 6.6844679 49.8077743, 6.6843274 49.8078487, 6.6841686 49.8079264)",,,,,,849406083,,,,,False,medium,0.01,100.0,,True
"[413370833, 426004265]",living_street,2,Oberstraße,False,True,102.25475777666156,19.625,18.757560662215624,,B 422,"LINESTRING (6.6814322 49.8101956, 6.6815367 49.8102142, 6.6815662 49.8102194, 6.6815979 49.8102232, 6.6816308 49.8102258, 6.6817501 49.8102313, 6.6818427 49.8102318, 6.6819164 49.8102296, 6.681988 49.8102233, 6.6820677 49.81021, 6.6822716 49.8101759, 6.6824642 49.8101391, 6.6825625 49.8101204, 6.6828179 49.8100722)",,,,,,"[413370833, 426004265]",,,,,False,,,,,False
"[849406097, 849406092]",primary,1,An der Ehranger Mühle,True,False,49.465116003416234,50.0,3.561488352245969,50,B 422,"LINESTRING (6.6814322 49.8101956, 6.6814403 49.8100881, 6.6814706 49.8100351, 6.6815107 49.809986, 6.6815443 49.8099539, 6.6815939 49.8099102, 6.6816375 49.8098856, 6.6817602 49.8098332)",,,,,,"[849406097, 849406092]",,,,,False,,,,,False
111515567,tertiary,,St.-Anna-Straße,True,False,23.46612349495852,42.33796296296296,1.9953261486801253,,K 7,"LINESTRING (6.6554153 49.7436605, 6.6554093 49.7434495)",,,,,,111515567,,,,,False,medium,0.01,100.0,,True
462709123,secondary,3,Olewiger Straße,False,True,9.125942251160387,50.0,0.657067842083548,50,L 143,"LINESTRING (6.6554153 49.7436605, 6.6555423 49.7436612)",,,,,,462709123,,,,,False,medium,0.01,100.0,,True
"[546410296, 1376051954, 546410295]",secondary,"['2', '1']",Olewiger Straße,True,False,70.90699219547412,50.0,5.105303438074136,50,L 143,"LINESTRING (6.6554153 49.7436605, 6.6554095 49.7436751, 6.6553877 49.743688, 6.6553576 49.7436952, 6.6553075 49.7436982, 6.6551676 49.7437011, 6.655059 49.7437052, 6.6549589 49.7437144, 6.654866 49.7437312, 6.6547948 49.7437433, 6.6547342 49.7437547, 6.6546531 49.7437721, 6.6545995 49.7437833, 6.6544791 49.7438087)",,,,,,"[546410296, 1376051954, 546410295]",,,,,False,medium,0.01,100.0,,True
1376051958,secondary,1,Hunsrückstraße,True,False,31.47011620606111,50.0,2.2658483668364,50,L 143,"LINESTRING (6.672555 49.7408753, 6.6726286 49.7408465, 6.6727614 49.7407518, 6.6728217 49.740724, 6.6728958 49.7407044)",,,,,,1376051958,,,,,False,,,,,False
373407389,secondary,,Hunsrückstraße,False,True,11.615634400618584,50.0,0.8363256768445381,50,L 143,"LINESTRING (6.6724369 49.7410655, 6.6725538 49.7410685, 6.6725984 49.7410699)",,,,,,373407389,,,,,False,,,,,False
373407391,secondary,1,Hunsrückstraße,True,False,23.373363968235218,50.0,1.6828822057129358,50,L 143,"LINESTRING (6.6724369 49.7410655, 6.6724452 49.7410223, 6.6724506 49.7409846, 6.6724667 49.7409606, 6.6724859 49.7409404, 6.672555 49.7408753)",,,,,,373407391,,,,,False,,,,,False
"[462709997, 1466344839]",secondary,2,Hunsrückstraße,False,False,31.32498444028022,50.0,2.2553988797001763,50,L 143,"LINESTRING (6.6724369 49.7410655, 6.6723455 49.7410638, 6.6723368 49.7410637, 6.6722695 49.7410633, 6.672116 49.7410617, 6.6720642 49.7410605, 6.6720011 49.7410593)",,,,,,"[462709997, 1466344839]",,,,,False,,,,,False
373407390,secondary,2,Hunsrückstraße,True,False,47.01007448447907,50.0,3.384725362882493,50,L 143,"LINESTRING (6.6728958 49.7407044, 6.6726946 49.7408777, 6.6726677 49.7409036, 6.6726357 49.7409397, 6.6726313 49.7409448, 6.6726229 49.740956, 6.6726151 49.740983, 6.6725984 49.7410699)",,,,,,373407390,,,,,False,,,,,False
