length,speed_kph,elevation_avg,dist_to_river_avg,rain_3d,rain_7d,bridge,flooded_high,flooded_medium,not_flooded,highway_disused,highway_living_street,highway_living_street_residential,highway_motorway,highway_motorway_link,highway_motorway_primary,highway_primary,highway_primary_link,highway_residential,highway_residential_living_street,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_unclassified,highway_unclassified_primary_link,highway_unclassified_residential
55.36079596416895,50.0,135.0,0.0060372484768625,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89.84284995401175,50.0,134.5,0.0051401652126957,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.878141865371685,50.0,135.0,0.0066259770646822,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74.98788214397632,50.0,135.0,0.0061580177977182,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53.99217551312823,50.0,140.0,0.0102748977505267,86.80000305175781,86.80000305175781,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142.0477378795582,40.0,147.0,0.0172744435459681,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183.01490180709095,40.0,147.5,0.0174682109167814,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.42761414618964,33.595391008689084,265.0,0.0300574672024014,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122.3501971711496,30.0,266.5,0.0306517660969671,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.54399858609099,33.595391008689084,264.0,0.0299969899540471,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44.68907142476852,50.0,131.0,0.0052368317472776,94.10000610351562,94.10000610351562,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.27835014727162,50.0,132.0,0.0076906667638277,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57.0608637544116,50.0,132.0,0.0079243164569685,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.299833243794133,50.0,132.0,0.0093422829351524,94.10000610351562,94.10000610351562,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.913493747609294,50.0,132.0,0.0093229636993548,94.10000610351562,94.10000610351562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234.7389195663509,60.0,132.5,0.0121289231182938,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.231914784370392,47.53488372093023,132.0,0.0123492822200317,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120.37402578040955,50.0,139.5,0.0101095116640781,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
399.75168971782017,50.0,136.0,0.0096523927850008,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.817580177530424,50.0,138.5,0.0095191719797142,94.10000610351562,94.10000610351562,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.659488082110466,50.0,169.0,0.0311336968564061,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191.9070745368044,50.0,170.0,0.0319108478620882,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.286603800331605,30.0,169.0,0.0310877469045803,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.857270657989574,50.0,257.0,0.0344553904892951,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
