u,v,key,osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,elevation_avg,dist_to_river_avg,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium,not_flooded,cell_id,rain_3d,rain_7d,soil_moistutre
330634139,330634094,0,30028150,residential,,Auf dem Schälenberg,False,True,245.33931462811742,30.0,29.44071775537409,30,,"LINESTRING (6.7085727 49.7894361, 6.7082485 49.7895095, 6.708177 49.7895498, 6.7081106 49.7896506, 6.7080564 49.789812, 6.7080418 49.7899211, 6.7080665 49.7900922, 6.7081453 49.7902776, 6.708402 49.7907431, 6.7086419 49.7910516, 6.708719 49.7911095, 6.7087726 49.7911245, 6.7088168 49.7911306, 6.7088854 49.7911306, 6.7089572 49.7911241, 6.7090292 49.7911168, 6.7091062 49.7910949)",,,,,,175.5,0.004350212540035928,,,,,0,,,,,0,1,cell_17_9,74.4000015258789,74.4000015258789,
330634139,380401600,0,478033317,residential,,Hermeskeiler Straße,False,False,153.21017458290254,30.0,18.385220949948305,30,,"LINESTRING (6.7085727 49.7894361, 6.7086722 49.7897082, 6.7089097 49.7903581, 6.7090463 49.7907795)",,,,,,173.0,0.004296466621468533,,,,,0,,,,,0,1,cell_17_9,74.4000015258789,74.4000015258789,
330866498,20833724,0,30044239,residential,,Sickingenstraße,False,True,405.1267274302043,33.595391008689084,43.4123900618249,,,"LINESTRING (6.6585644 49.7486544, 6.6583798 49.7485557, 6.6578659 49.7484448, 6.657498 49.7483566, 6.656769 49.7481724, 6.6565075 49.7481092, 6.6563938 49.7480776, 6.656032 49.7480111, 6.6558943 49.7480002, 6.6557669 49.7479979, 6.6555689 49.7479997, 6.6553847 49.7480283, 6.6551867 49.7480679, 6.6550095 49.7481386, 6.6547471 49.7482811, 6.6545769 49.7483454, 6.6545187 49.7483632, 6.6542626 49.7484102, 6.653775 49.748394, 6.6534866 49.7483738, 6.6533021 49.748366)",4.6,,,,,245.0,0.024552324145819746,,,,,0,,,,,0,1,cell_11_4,78.69999694824219,78.69999694824219,
331184456,246805578,0,"[28981203, 28981204, 22920694]",residential,1,Am Gillenbach,False,"[False, True]",556.9478337092575,30.0,66.8337400451109,30,,"LINESTRING (6.6176748 49.7667524, 6.6186197 49.7665414, 6.618811 49.7665234, 6.6192693 49.7665215, 6.6196941 49.7665402, 6.6200322 49.7665777, 6.620283 49.7666626, 6.6205225 49.7667737, 6.6209709 49.7669835, 6.6212125 49.7671205, 6.6212529 49.7671476, 6.621405 49.7672304, 6.6214854 49.7673015, 6.6215459 49.7673433, 6.6217061 49.7674617, 6.6218045 49.7674897, 6.6219688 49.7674833, 6.6221072 49.7674795, 6.6221823 49.7674682, 6.622242 49.76745, 6.6223238 49.7674144, 6.6226164 49.7672703, 6.6227087 49.7672465, 6.6228984 49.7672101, 6.6230916 49.7671874, 6.6232196 49.7671849, 6.6234652 49.767191, 6.6236582 49.7672001, 6.623841 49.7672265, 6.6240729 49.7672754, 6.6242902 49.7673499, 6.624617 49.7674956)",2.5,yes,,,,225.0,0.01001392696608018,,,,,0,,,,,0,1,cell_7_6,86.80000305175781,86.80000305175781,
331318140,253180503,0,1283227018,residential,,Töpferstraße,False,False,51.02397504706562,30.0,6.122877005647875,30,,"LINESTRING (6.6285925 49.7428962, 6.6287429 49.742878, 6.6292897 49.7428092)",,,,,,131.5,0.0024199453492433506,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_8_4,94.10000610351562,94.10000610351562,
332649729,259692281,0,30191675,residential,,Auf der Jüngt,False,False,173.9786523210912,33.595391008689084,18.64312721331139,,,"LINESTRING (6.6208613 49.7633359, 6.62113 49.7631108, 6.6213337 49.7629423, 6.621346 49.7628318, 6.6211689 49.7626818, 6.6208767 49.7625552, 6.6207445 49.7624898, 6.6203194 49.7622217, 6.6202647 49.7621884)",,,,destination,,239.5,0.008196422956850951,,,,,0,,,,,0,1,cell_7_6,86.80000305175781,86.80000305175781,
332649729,259692281,1,248634496,residential,,Auf der Jüngt,False,True,140.7003936516464,33.595391008689084,15.077110339776096,,,"LINESTRING (6.6208613 49.7633359, 6.6207124 49.7632829, 6.6206159 49.7632367, 6.6205495 49.7631688, 6.6204996 49.7630051, 6.6204248 49.7627629, 6.6203449 49.7624587, 6.6202826 49.7622606, 6.6202647 49.7621884)",4.5,,,,,239.5,0.008196422956850951,,,,,0,,,,,0,1,cell_7_6,86.80000305175781,86.80000305175781,
332649729,202918876,0,"[248634496, 154574758, 279790783]",residential,,Auf der Jüngt,False,False,472.54014394431147,30.0,56.70481727331738,30,,"LINESTRING (6.6208613 49.7633359, 6.6221484 49.7639619, 6.6223781 49.7641315, 6.6226928 49.7644357, 6.6227646 49.7644962, 6.6228231 49.7645308, 6.6230136 49.7645883, 6.6232718 49.7645817, 6.6240432 49.764565, 6.6246165 49.7645516, 6.6248072 49.7645468, 6.6249872 49.7645825, 6.6252963 49.7646421, 6.6254193 49.7646664, 6.6254667 49.7646809, 6.6261541 49.7648958, 6.6265204 49.7649907)","['4.7', '4.5', '4']",,,,,207.0,0.006263983133148796,,,,,0,,,,,0,1,cell_7_6,86.80000305175781,86.80000305175781,
335919460,20965077,0,"[1041636610, 6073619]",residential,2,Sickingenstraße,False,False,162.05601611915114,30.0,19.446721934298136,30,,"LINESTRING (6.6493422 49.7464331, 6.6493856 49.7464543, 6.6493988 49.7464612, 6.6494417 49.7464834, 6.6494661 49.7465002, 6.6495086 49.7465531, 6.64966 49.7467678, 6.6498691 49.7470859, 6.6502638 49.7477502)",,,,,,166.5,0.023648359931371835,,,,,0,,,,,0,1,cell_10_4,78.69999694824219,78.69999694824219,
335919460,5280349349,0,45547281,secondary,2,Olewiger Straße,False,True,419.5724450135612,50.0,30.20921604097641,50,L 143,"LINESTRING (6.6493422 49.7464331, 6.6494439 49.7463382, 6.6494662 49.7463194, 6.6496954 49.7461262, 6.6499206 49.7459482, 6.6501252 49.7458329, 6.6503755 49.7457313, 6.6509255 49.7455404, 6.6512885 49.7454038, 6.6518569 49.7451479, 6.6521622 49.7450169, 6.6529785 49.7446913, 6.6531102 49.7446305, 6.6531759 49.7445984, 6.6532468 49.7445627, 6.6533294 49.7445169, 6.6534174 49.7444625, 6.653485 49.7444138, 6.6535584 49.7443579, 6.6536426 49.744286, 6.6537224 49.7442097, 6.6537808 49.7441529, 6.6538364 49.7441035)",,,,,,158.5,0.025182112974185232,,,,,0,medium,0.01,100.0,,1,0,cell_10_4,78.69999694824219,78.69999694824219,
335919460,282041431,0,"[25858244, 550494819, 51315772]",secondary,"['2', '3']",Olewiger Straße,False,True,294.5835308806417,40.0,26.512517779257752,"['50', '30']",L 143,"LINESTRING (6.6493422 49.7464331, 6.6491714 49.7465959, 6.6490741 49.746679, 6.6489526 49.7467602, 6.6488063 49.7468425, 6.6486659 49.7469139, 6.6483615 49.7470463, 6.6481805 49.7471002, 6.6478579 49.7471809, 6.6476413 49.7472214, 6.6474353 49.7472567, 6.6471488 49.7473225, 6.6469223 49.7473924, 6.6465833 49.7475427, 6.6464426 49.7476021, 6.6460743 49.7477604, 6.6459416 49.7478176)",,,,,,156.0,0.021504282436426127,,,,,0,,,,,0,1,cell_10_4,78.69999694824219,78.69999694824219,
338763204,537506271,0,24784688,living_street,,Oberstraße,False,False,61.3210732474599,15.553191489361701,14.19360546302355,,,"LINESTRING (6.6835805 49.809828, 6.6833477 49.8099272, 6.6830906 49.8100016, 6.6828179 49.8100722)",6.1,,,,,141.0,0.0017155636803030249,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_14_11,74.4000015258789,74.4000015258789,
338763204,537506271,1,"[42917665, 42917666]",living_street,,Oberstraße,False,True,135.74336973853374,15.553191489361701,31.419669165198233,,,"LINESTRING (6.6835805 49.809828, 6.6832185 49.8096859, 6.683059 49.8096262, 6.6830417 49.8095951, 6.682907 49.8096037, 6.682795 49.8096243, 6.6825289 49.8097127, 6.6824889 49.809727, 6.6824852 49.8097486, 6.6825358 49.8098027, 6.6828179 49.8100722)",,,,,,141.0,0.0017155636803030249,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_14_11,74.4000015258789,74.4000015258789,
338763204,4690637729,0,24784688,living_street,,Oberstraße,False,True,126.89291803368454,15.553191489361701,29.3711104395341,,,"LINESTRING (6.6835805 49.809828, 6.6837255 49.8097481, 6.683877 49.8096741, 6.6840507 49.8096006, 6.6840829 49.8095908, 6.6841172 49.8095827, 6.6841561 49.8095788, 6.6841876 49.8095783, 6.6842262 49.8095795, 6.6842988 49.8095912, 6.6843815 49.809612, 6.6844493 49.809629, 6.6846609 49.8096931, 6.6851345 49.8098441)",6.1,,,,,132.5,0.0021369338207472086,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_14_11,74.4000015258789,74.4000015258789,
340108650,340108653,0,30752729,residential,,Am Keltenweg,True,False,89.88359417469604,33.595391008689084,9.63170629403346,,,"LINESTRING (6.6634609 49.7647162, 6.6633345 49.7648201, 6.6626877 49.7653518)",5,,,,,133.0,0.009280946119506542,,,,,0,,,,,0,1,cell_12_6,78.69999694824219,78.69999694824219,
340108650,20909476,0,32211116,residential,2,Metternichstraße,False,False,208.36626631831749,50.0,15.00237117491886,50,,"LINESTRING (6.6634609 49.7647162, 6.6629953 49.7645258, 6.6628728 49.7644797, 6.662671 49.7644004, 6.6622922 49.7642517, 6.6613923 49.7638948, 6.66136 49.763882, 6.6609775 49.7637484)",,,,,,134.0,0.009945795258654126,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108650,340108660,0,32211116,residential,2,Metternichstraße,False,True,136.20250162170527,50.0,9.806580116762781,50,,"LINESTRING (6.6634609 49.7647162, 6.6646798 49.765214, 6.6650396 49.7653931)",,,,,,133.5,0.00943550323952557,,,,,0,,,,,0,1,cell_12_6,78.69999694824219,78.69999694824219,
340108653,258184403,0,30752729,residential,,Am Keltenweg,True,False,87.96458464080847,33.595391008689084,9.426069922061826,,,"LINESTRING (6.6626877 49.7653518, 6.6623187 49.7656506, 6.6623047 49.7656619, 6.6619239 49.7659702)",5,,,,,132.5,0.008546575876540419,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108653,340108660,0,30752731,residential,,Rambouxstraße,False,False,232.86982603157728,33.595391008689084,24.953761469746038,,,"LINESTRING (6.6626877 49.7653518, 6.6641727 49.7660827, 6.6644962 49.7658299, 6.6650396 49.7653931)",,,,,,132.5,0.009063716314568954,,,,,0,,,,,0,1,cell_12_6,78.69999694824219,78.69999694824219,
340108660,340108653,0,30752731,residential,,Rambouxstraße,False,True,232.86982603157728,33.595391008689084,24.953761469746038,,,"LINESTRING (6.6650396 49.7653931, 6.6644962 49.7658299, 6.6641727 49.7660827, 6.6626877 49.7653518)",,,,,,132.5,0.009063716314568954,,,,,0,,,,,0,1,cell_12_6,78.69999694824219,78.69999694824219,
340108660,340108650,0,32211116,residential,2,Metternichstraße,False,False,136.20250162170527,50.0,9.806580116762781,50,,"LINESTRING (6.6650396 49.7653931, 6.6646798 49.765214, 6.6634609 49.7647162)",,,,,,133.5,0.00943550323952557,,,,,0,,,,,0,1,cell_12_6,78.69999694824219,78.69999694824219,
340108660,20909485,0,"[32211076, 32211116, 1283602390, 1270657639]",residential,2,Metternichstraße,False,True,660.41421001353,50.0,47.54982312097416,50,,"LINESTRING (6.6650396 49.7653931, 6.6652223 49.7655019, 6.665397 49.7656217, 6.6656327 49.765872, 6.6658318 49.7661492, 6.6659668 49.766337, 6.666128 49.7665734, 6.6662779 49.7667933, 6.6664889 49.7670651, 6.6665278 49.7671153, 6.6667968 49.7673759, 6.6671104 49.7675973, 6.6675031 49.767866, 6.6679515 49.7681707, 6.6682425 49.7683526, 6.6684034 49.7684496, 6.6686073 49.7685544, 6.6688299 49.768654, 6.6690633 49.7687363, 6.6690977 49.7687459, 6.6691506 49.7687607, 6.6692953 49.7688013, 6.6694071 49.7688274, 6.6695997 49.7688723, 6.6699377 49.7689399, 6.6700346 49.7689574, 6.6701193 49.7689732, 6.6713405 49.7692006, 6.6714655 49.7692247)",8.5,,,,,134.5,0.007825637126126295,,,,,0,,,,,0,1,cell_12_7,74.4000015258789,74.4000015258789,
340108663,272240191,0,562037415,residential,,Balthasar-Neumann-Straße,False,True,45.40261861819347,30.0,5.448314234183217,30,,"LINESTRING (6.653217 49.7628656, 6.6536302 49.7625566)",5,,,,,134.0,0.010168155684611147,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108663,281525508,0,210831360,residential,,Balthasar-Neumann-Straße,False,False,79.84341592009643,30.0,9.581209910411571,30,,"LINESTRING (6.653217 49.7628656, 6.6530154 49.7630103, 6.652958 49.7630398, 6.6529014 49.7630437, 6.6526919 49.7630238, 6.652492 49.7630049, 6.6523953 49.7629959, 6.6523076 49.76297, 6.6522533 49.7629394)",5,,,,,135.5,0.009881429471601259,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
340108666,12731706623,0,264869061,living_street,,Balthasar-Neumann-Straße,False,False,29.11996715007588,15.553191489361701,6.74021674663863,,,"LINESTRING (6.6555817 49.7631819, 6.6558641 49.762994)",,,,,,133.5,0.010112039699728646,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108666,630796162,0,264869061,living_street,,Balthasar-Neumann-Straße,False,True,10.654419490757563,15.553191489361701,2.4661118711849244,,,"LINESTRING (6.6555817 49.7631819, 6.6554858 49.763255)",,,,,,134.0,0.009956698316069143,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108706,258182703,0,6073417,tertiary,,Franz-Georg-Straße,False,False,42.43938812161917,30.0,5.0927265745943,30,L 145,"LINESTRING (6.6597101 49.7648534, 6.659773 49.764888, 6.6601804 49.7650843)",7.5,,,,,133.0,0.008877424068340703,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108706,343600052,0,6073417,tertiary,,Franz-Georg-Straße,False,True,98.20123382286532,30.0,11.784148058743838,30,L 145,"LINESTRING (6.6597101 49.7648534, 6.659487 49.7647346, 6.6590498 49.7645164, 6.6588676 49.7644243, 6.6586362 49.7643069)",7.5,,,,,133.5,0.009145956364774336,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
340108706,20909476,0,30752735,residential,,Dr.-Altmann-Straße,True,False,153.67672138071606,50.0,11.064723939411557,50,,"LINESTRING (6.6597101 49.7648534, 6.6597822 49.7647962, 6.6599217 49.7646841, 6.6599314 49.7646339, 6.6600754 49.7645137, 6.6602974 49.7643253, 6.6609348 49.7637847, 6.6609775 49.7637484)",3,,,,,133.5,0.009597583267815284,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343376374,59848071,0,7996804,primary,2,Luxemburger Straße,False,True,267.8825133564596,50.0,19.28754096166509,50,B 51,"LINESTRING (6.6215682 49.7429757, 6.6216895 49.7430647, 6.6218813 49.7432201, 6.6220492 49.7433568, 6.6220825 49.7433817, 6.6222732 49.7435328, 6.6223207 49.7435672, 6.6223493 49.7435896, 6.6224611 49.7436718, 6.6226588 49.7438178, 6.6229131 49.7440138, 6.6230339 49.7441079, 6.6231555 49.7442059, 6.6234179 49.7444177, 6.6235603 49.7445457, 6.6236514 49.7446277, 6.6237174 49.7446877, 6.6238448 49.7448739)",,,,,,132.0,0.0036331463428777447,,,,,0,medium,0.01,100.0,,1,0,cell_7_4,94.10000610351562,94.10000610351562,
343376374,474386477,0,39578930,residential,,Lambertistraße,False,False,330.9276909507265,33.595391008689084,35.46140264045411,,,"LINESTRING (6.6215682 49.7429757, 6.6216289 49.7429396, 6.6217882 49.7428847, 6.6220099 49.7428405, 6.6237703 49.7424934, 6.6238941 49.742433, 6.6239087 49.7423409, 6.6237889 49.7421523, 6.6236911 49.7420966, 6.6235482 49.7420858, 6.6222302 49.7423538)",,,,,,131.5,0.004587561547421763,,,,,0,medium,0.01,100.0,,1,0,cell_7_4,94.10000610351562,94.10000610351562,
343376374,458278462,0,"[1041678145, 30883570, 38685267, 1041678146]",primary,"['2', '3']",Luxemburger Straße,False,False,148.18012859024245,50.0,10.668969258497457,50,B 51,"LINESTRING (6.6215682 49.7429757, 6.6214776 49.7429073, 6.621294 49.7427688, 6.6209055 49.74249, 6.6208096 49.7424212, 6.6205631 49.7422459, 6.620204 49.7419765)",,,,,,132.5,0.005616516912735282,,,,,0,medium,0.01,100.0,,1,0,cell_7_4,94.10000610351562,94.10000610351562,
343477394,251355353,0,"[35551777, 123932999, 150402472, 23233806, 35549073, 35549074, 152057526, 727547929]",residential,1,Kockelsberger Weg,False,True,691.1566500238323,33.595391008689084,74.06265756639831,,,"LINESTRING (6.6317686 49.7690959, 6.6317344 49.7691899, 6.6317403 49.7695897, 6.6317996 49.7699559, 6.6320254 49.7706149, 6.6319933 49.7706547, 6.6319537 49.7706903, 6.6317795 49.7707558, 6.631582 49.7707879, 6.6308344 49.7709094, 6.6299306 49.7710693, 6.6291784 49.7712022, 6.6290844 49.7712195, 6.6286819 49.771299, 6.6286053 49.7713228, 6.628453 49.7713787, 6.6283766 49.7714275, 6.6281706 49.7715469, 6.6278143 49.7717927, 6.6274882 49.7720049, 6.6272303 49.7720762, 6.6269654 49.7721191, 6.6267786 49.7721313, 6.6263263 49.7721608, 6.62614 49.7722079, 6.6259131 49.7724216, 6.6257747 49.7725679)","['4.2', '2.6']",,,,,207.0,0.006888448343351241,,,,,0,,,,,0,1,cell_8_7,86.80000305175781,86.80000305175781,
343477394,246805572,0,"[156786329, 156786334]",unclassified,,Stuckradweg,False,True,484.92967058565637,30.0,58.191560470278766,30,,"LINESTRING (6.6317686 49.7690959, 6.6314813 49.7687942, 6.6314227 49.768754, 6.6313647 49.7687354, 6.6312457 49.768715, 6.6310947 49.7687229, 6.6308115 49.7688171, 6.6303958 49.7689739, 6.6301204 49.7690919, 6.6295156 49.7692702, 6.6290946 49.7693865, 6.6287532 49.7694368, 6.628398 49.7694611, 6.6277622 49.769452, 6.6273987 49.7694205, 6.6272593 49.7694011, 6.6268895 49.769322, 6.6263388 49.7691395, 6.6261013 49.7690351, 6.6258102 49.76888)",,,,,,196.0,0.005588930412137828,,,,,0,,,,,0,1,cell_8_7,86.80000305175781,86.80000305175781,
343477394,251355263,0,"[156786338, 252175958]",unclassified,,Stuckradweg,False,False,172.13456821833915,47.53488372093023,13.036414461936841,,,"LINESTRING (6.6317686 49.7690959, 6.6318822 49.769216, 6.6328389 49.7702938, 6.6329261 49.7703947, 6.6329629 49.770438)",,,,,,181.5,0.0038960925612107865,,,,,0,,,,,0,1,cell_8_7,86.80000305175781,86.80000305175781,
343598694,10602644,0,44129320,secondary,2,Roonstraße,True,False,16.70479452131055,48.05084745762712,1.2515338117553299,,L 145,"LINESTRING (6.6494102 49.7581763, 6.6493325 49.7581356, 6.6492408 49.7580738)",,,,,,138.0,0.013993872557463604,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343598694,630799367,0,148822339,residential,,Göbenstraße,True,False,141.4931576562813,30.0,16.979178918753757,30,,"LINESTRING (6.6494102 49.7581763, 6.6493618 49.7581915, 6.6493372 49.7582177, 6.6486089 49.7593293)",,,,,,137.5,0.013312995290663548,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
343599130,41457279,0,5583916,residential,,Engelstraße,False,True,263.3670428906064,30.0,31.60404514687277,30,,"LINESTRING (6.6429583 49.7606372, 6.6432592 49.760889, 6.6436904 49.7612484, 6.6437342 49.7612839, 6.6437423 49.7612904, 6.6438292 49.7613595, 6.6438679 49.7613902, 6.6440296 49.761536, 6.6447604 49.7620841, 6.6452939 49.7624609)",,,,,,134.5,0.009063933941578242,,,,,0,medium,0.01,100.0,,1,0,cell_9_6,86.80000305175781,86.80000305175781,
343599130,87220845,0,286087119,residential,1,Engelstraße,True,False,20.350602493099366,30.0,2.442072299171924,30,,"LINESTRING (6.6429583 49.7606372, 6.6428967 49.7605969, 6.6428277 49.7605548, 6.6428111 49.7605445, 6.6427903 49.7605347, 6.6427669 49.7605272, 6.6427413 49.7605249)",,,,,,135.0,0.009451680319047216,,,,,0,,,,,0,1,cell_9_6,86.80000305175781,86.80000305175781,
343599412,91417290,0,44180415,secondary,2,,True,False,32.771672733956365,50.0,2.359560436844858,50,L 145,"LINESTRING (6.6491697 49.757938, 6.649159 49.7578892, 6.6491662 49.7578443, 6.6491969 49.7577807, 6.6492103 49.7577424, 6.6492699 49.7576562)",,,,,,139.0,0.014297828600819611,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343599412,3356734231,0,286880043,secondary,2,Christophstraße,True,False,71.63337041959304,50.0,5.157602670210698,50,,"LINESTRING (6.6491697 49.757938, 6.6492542 49.7579081, 6.6494659 49.7578335, 6.6497805 49.7577208, 6.6498187 49.757708, 6.6499072 49.7576784, 6.6499787 49.7576648, 6.6500579 49.7576493)",,,,,,138.5,0.01437121756595155,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343599654,343599680,0,30907930,secondary_link,1,,True,False,33.3887814802896,50.0,2.4039922665808513,50,,"LINESTRING (6.6487663 49.7579479, 6.6488758 49.7579913, 6.6489158 49.7580444, 6.6489389 49.7580866, 6.6489424 49.7581413, 6.6489182 49.7581979)",,,,,,138.5,0.013935042016157606,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343599654,343599412,0,516873294,secondary,3,Christophstraße,True,False,29.033951427362084,50.0,2.09044450277007,50,,"LINESTRING (6.6487663 49.7579479, 6.6490276 49.7579473, 6.6491227 49.7579399, 6.6491697 49.757938)",,,,,,139.0,0.014090536919790557,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343599680,83318662,0,142241943,secondary,2,Theodor-Heuss-Allee,True,False,143.94933601005687,50.0,10.364352192724095,50,,"LINESTRING (6.6489182 49.7581979, 6.6476012 49.7587358, 6.647224 49.7588893)",,,,,,139.5,0.01325094375675076,,,,,0,,,,,0,1,cell_10_5,78.69999694824219,78.69999694824219,
343600047,1384066168,0,"[30907960, 504763891]",secondary,"['2', '3']",Schöndorfer Straße,True,False,134.41863394484824,50.0,9.678141644029074,50,L 145,"LINESTRING (6.6558442 49.762713, 6.6562302 49.7629691, 6.6566231 49.7632298, 6.6569381 49.7634179, 6.6569767 49.763441, 6.6571933 49.7635486)",,,,,,133.0,0.010184555116562344,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600052,340108706,0,6073417,tertiary,,Franz-Georg-Straße,False,False,98.20123382286532,30.0,11.784148058743838,30,L 145,"LINESTRING (6.6586362 49.7643069, 6.6588676 49.7644243, 6.6590498 49.7645164, 6.659487 49.7647346, 6.6597101 49.7648534)",7.5,,,,,133.5,0.009145956364774336,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600052,10602544,0,"[6073397, 504763886]",tertiary,2,Franz-Georg-Straße,True,False,137.75908316349222,50.0,9.91865398777144,50,L 145,"LINESTRING (6.6586362 49.7643069, 6.6585382 49.7642826, 6.6584248 49.7642386, 6.6581576 49.7641204, 6.6573042 49.763693, 6.6572659 49.7636742, 6.6571611 49.7636317, 6.6570691 49.7635988)",,,,,,133.0,0.009568160829175266,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600057,343600240,0,30907963,secondary_link,1,,True,False,40.23823380770121,50.0,2.8971528341544874,50,,"LINESTRING (6.6566551 49.7638056, 6.656689 49.7637163, 6.6567335 49.7636568, 6.6567442 49.7636286, 6.6567469 49.7636152, 6.6567497 49.7635956, 6.6567452 49.7635268, 6.656728 49.7634549)",,,,,,132.0,0.009713011524329237,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600057,10602544,0,286880046,secondary,3,Wasserweg,False,False,37.72468524812117,50.0,2.7161773378647243,50,,"LINESTRING (6.6566551 49.7638056, 6.6568531 49.7636899, 6.6568958 49.7636683, 6.6570195 49.763618, 6.6570691 49.7635988)",,,,,,132.0,0.009667448230210363,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600057,3312613110,0,"[504763902, 27171051, 290047126, 550497082, 550497083, 504763900, 205357278]",secondary,"['2', '4', '3']",Wasserweg,False,"[False, True]",209.2598859248445,50.0,15.066711786588805,50,,"LINESTRING (6.6566551 49.7638056, 6.656532 49.7638707, 6.656347 49.763974, 6.6562198 49.764042, 6.6552954 49.7645427, 6.6550531 49.7646896, 6.6549236 49.7647714, 6.6548431 49.7648186, 6.6544633 49.7650444)",,,,,,133.5,0.008767367841897106,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
343600240,315003644,0,32211461,secondary,2,Schöndorfer Straße,True,False,102.45073591047303,50.0,7.376452985554058,50,L 145,"LINESTRING (6.656728 49.7634549, 6.6564236 49.7632489, 6.6563898 49.763226, 6.6563167 49.7631765, 6.6559578 49.7629335, 6.6557435 49.7627882)",,,,,,133.0,0.010151805357109812,,,,,0,,,,,0,1,cell_11_6,74.4000015258789,74.4000015258789,
344105848,344105862,0,30949749,residential,,Petrusstraße,True,False,32.98267652842603,50.0,2.3747527100466748,50,,"LINESTRING (6.6457972 49.7594594, 6.645789 49.7595324, 6.6457954 49.7595734, 6.6458111 49.7596151, 6.6459805 49.7597013)",,,,,,140.0,0.011576029610177483,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
344105848,272237219,0,361575220,secondary,3,Theodor-Heuss-Allee,True,False,24.814424110739502,50.0,1.7866385359732442,50,,"LINESTRING (6.6457972 49.7594594, 6.6456586 49.7595121, 6.6454994 49.7595725)",,,,,,140.5,0.011546819606351505,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
344105862,267549406,0,148822337,residential,,Petrusstraße,False,True,277.6173909121735,30.0,33.314086909460826,30,,"LINESTRING (6.6459805 49.7597013, 6.6463151 49.7598043, 6.6468006 49.7599497, 6.6475963 49.76021, 6.6490949 49.7607004, 6.6492134 49.7607435, 6.6494129 49.7608422)",7.1,,,,,137.5,0.011416530603027879,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
344105862,272237219,0,343287130,residential,,Petrusstraße,True,False,37.619308133140336,50.0,2.7085901855861043,50,,"LINESTRING (6.6459805 49.7597013, 6.6456527 49.7595958, 6.6454994 49.7595725)",,,,,,139.5,0.011468382703774815,,,,,0,,,,,0,1,cell_10_6,74.4000015258789,74.4000015258789,
344111339,318675680,0,45548264,residential,,Deutschherrenstraße,False,True,9.804354871149433,30.0,1.1765225845379321,30,,"LINESTRING (6.6356397 49.7609043, 6.6355594 49.7609756)",,,,,,133.0,0.005031682091899463,,,,,0,medium,0.01,100.0,,1,0,cell_9_6,86.80000305175781,86.80000305175781,
344111339,247367977,0,45548264,residential,,Deutschherrenstraße,False,False,25.480241497086688,30.0,3.057628979650403,30,,"LINESTRING (6.6356397 49.7609043, 6.6357165 49.7608363, 6.6358486 49.7607191)",,,,,,133.0,0.005224870119837875,,,,,0,medium,0.01,100.0,,1,0,cell_9_6,86.80000305175781,86.80000305175781,
